window,total_dio_tx,total_dio_rx,total_dao_tx,total_dao_rx,total_dis_tx,total_global_repair,total_local_repair,total_parent_switch,total_queue_flush,total_not_assoc,distinct_dio_versions_network,n_nodes_active,total_tx_count,total_delivered,avg_latency_ms_network,pdr_window,label_attack
140,2,1,0,0,0,0,0,0,0,0,1,8,8,9,119.11111111111111,1.125,1
141,3,2,0,0,0,0,0,0,0,0,1,4,4,4,108.25,1.0,1
142,7,5,0,0,0,0,0,0,0,0,1,5,5,5,107.6,1.0,1
143,4,4,0,0,0,0,0,0,0,0,1,7,7,7,105.28571428571429,1.0,1
144,3,2,0,0,0,0,0,0,0,0,1,11,11,11,111.63636363636364,1.0,1
145,2,2,0,0,0,0,0,0,0,0,1,7,7,6,111.83333333333333,0.8571428571428571,1
146,7,5,0,0,0,0,0,0,0,0,1,7,7,8,105.75,1.1428571428571428,1
147,5,2,0,0,0,0,0,0,0,0,1,4,4,4,106.75,1.0,1
148,7,5,0,0,0,0,0,0,0,0,1,5,5,5,116.4,1.0,1
149,4,3,0,0,0,0,0,0,0,0,1,7,7,7,114.57142857142857,1.0,1
150,4,3,0,0,0,0,0,0,0,0,1,11,11,11,107.9090909090909,1.0,1
151,3,2,0,0,0,0,0,0,0,0,1,7,7,6,114.83333333333333,0.8571428571428571,1
152,6,5,0,0,0,0,0,0,0,0,1,7,7,8,108.0,1.1428571428571428,1
153,7,4,0,0,0,0,0,0,0,0,1,4,4,4,116.75,1.0,1
154,2,1,0,0,0,0,0,0,0,0,1,5,5,5,109.6,1.0,1
155,3,3,0,0,0,0,0,0,0,0,1,7,7,7,116.57142857142857,1.0,1
156,5,3,0,0,0,0,0,0,0,0,1,11,11,11,109.81818181818181,1.0,1
157,2,2,0,0,0,0,0,0,0,0,1,7,7,6,108.33333333333333,0.8571428571428571,1
158,6,4,0,0,0,0,0,0,0,0,1,7,7,8,107.625,1.1428571428571428,1
159,7,4,0,0,0,0,0,0,0,0,1,4,4,4,110.0,1.0,1
160,9,8,0,0,0,0,0,0,0,0,1,5,5,5,106.0,1.0,1
161,2,8,0,0,0,0,0,0,0,0,1,6,6,6,113.0,1.0,1
162,5,3,0,0,0,0,0,0,0,0,1,11,11,11,110.81818181818181,1.0,1
163,7,21,0,0,0,0,0,0,0,0,1,7,7,6,115.83333333333333,0.8571428571428571,1
164,10,22,0,0,0,0,0,0,0,0,1,7,7,8,107.5,1.1428571428571428,1
165,7,7,0,0,0,0,0,0,0,0,1,4,4,4,103.5,1.0,1
166,6,5,0,0,0,0,0,0,0,0,1,5,5,5,109.4,1.0,1
167,6,9,0,0,0,0,0,0,0,0,1,6,6,6,118.16666666666667,1.0,1
168,6,13,0,0,0,0,0,0,0,0,1,11,11,11,110.0909090909091,1.0,1
169,4,8,0,0,0,0,0,0,0,0,1,7,7,6,104.83333333333333,0.8571428571428571,1
170,4,4,3,2,0,0,0,0,0,0,1,7,7,8,113.75,1.1428571428571428,1
171,6,13,1,2,0,0,0,0,0,0,1,4,4,4,104.5,1.0,1
172,2,1,6,6,0,0,0,0,0,0,1,5,5,5,112.2,1.0,1
173,6,6,14,14,0,0,0,0,0,0,1,6,6,6,112.83333333333333,1.0,1
174,6,6,6,6,0,0,0,0,0,0,1,10,10,10,107.6,1.0,1
175,4,9,10,10,0,0,0,0,0,0,1,7,7,6,113.83333333333333,0.8571428571428571,1
176,5,8,6,6,0,0,0,0,0,0,1,7,7,8,101.875,1.1428571428571428,1
177,3,1,6,6,0,0,0,0,0,0,1,4,4,4,108.25,1.0,1
178,7,9,16,16,0,0,0,0,0,0,1,5,5,5,109.0,1.0,1
179,7,8,4,4,0,0,0,0,0,0,1,6,6,6,108.5,1.0,1
180,7,13,6,6,0,0,0,0,0,0,1,10,10,10,103.9,1.0,1
181,11,8,4,4,0,0,0,0,0,0,1,7,7,6,108.16666666666667,0.8571428571428571,1
182,3,3,4,4,0,0,0,0,0,0,1,7,7,8,110.625,1.1428571428571428,1
183,5,4,1,0,0,0,0,0,0,0,1,4,4,4,113.25,1.0,1
184,8,11,3,4,0,0,0,0,0,0,1,4,4,4,105.25,1.0,1
185,9,7,0,0,0,0,0,0,0,0,1,6,6,6,116.33333333333333,1.0,1
